"Hospital Name","Provider Number","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
SAN JACINTO METHODIST HOSPITAL,450424,TX,Pneumonia (PN) 30-Day Readmissions,426,,0.9788,18.8,19.2,79,7/1/2008,6/30/2011
ST. DAVIDS MEDICAL CENTER,450431,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,233,,0.8931,16.5,18.5,34,7/1/2008,6/30/2011
ST. DAVIDS MEDICAL CENTER,450431,TX,Heart Failure (HF) 30-Day Readmissions,774,,0.8857,21.6,24.4,160,7/1/2008,6/30/2011
ST. DAVIDS MEDICAL CENTER,450431,TX,Pneumonia (PN) 30-Day Readmissions,461,,0.9602,17.2,17.9,77,7/1/2008,6/30/2011
COLORADO FAYETTE MEDICAL CENTER,450438,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,14,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
COLORADO FAYETTE MEDICAL CENTER,450438,TX,Heart Failure (HF) 30-Day Readmissions,137,,1.0369,23.3,22.4,34,7/1/2008,6/30/2011
COLORADO FAYETTE MEDICAL CENTER,450438,TX,Pneumonia (PN) 30-Day Readmissions,98,,1.0750,19.5,18.2,23,7/1/2008,6/30/2011
RIVERSIDE GENERAL HOSPITAL,450446,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
RIVERSIDE GENERAL HOSPITAL,450446,TX,Heart Failure (HF) 30-Day Readmissions,1,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
RIVERSIDE GENERAL HOSPITAL,450446,TX,Pneumonia (PN) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
NAVARRO REGIONAL HOSPITAL,450447,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,37,,1.0385,20.2,19.4,9,7/1/2008,6/30/2011
NAVARRO REGIONAL HOSPITAL,450447,TX,Heart Failure (HF) 30-Day Readmissions,286,,1.0336,24.8,24.0,73,7/1/2008,6/30/2011
NAVARRO REGIONAL HOSPITAL,450447,TX,Pneumonia (PN) 30-Day Readmissions,214,,1.0016,17.3,17.2,37,7/1/2008,6/30/2011
GLEN ROSE MEDICAL CENTER,450451,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,5,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
GLEN ROSE MEDICAL CENTER,450451,TX,Heart Failure (HF) 30-Day Readmissions,86,,0.9769,22.5,23.1,18,7/1/2008,6/30/2011
GLEN ROSE MEDICAL CENTER,450451,TX,Pneumonia (PN) 30-Day Readmissions,142,,0.9082,15.5,17.0,17,7/1/2008,6/30/2011
TYLER COUNTY HOSPITAL,450460,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,13,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
TYLER COUNTY HOSPITAL,450460,TX,Heart Failure (HF) 30-Day Readmissions,70,,1.0266,24.9,24.2,19,7/1/2008,6/30/2011
TYLER COUNTY HOSPITAL,450460,TX,Pneumonia (PN) 30-Day Readmissions,113,,1.0375,18.6,17.9,23,7/1/2008,6/30/2011
TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,450462,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,304,,1.2362,21.8,17.7,75,7/1/2008,6/30/2011
TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,450462,TX,Heart Failure (HF) 30-Day Readmissions,874,,0.9934,22.5,22.6,196,7/1/2008,6/30/2011
TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,450462,TX,Pneumonia (PN) 30-Day Readmissions,657,,0.8849,14.8,16.7,91,7/1/2008,6/30/2011
MATAGORDA REGIONAL MEDICAL CENTER,450465,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,72,,1.0251,23.5,22.9,18,7/1/2008,6/30/2011
MATAGORDA REGIONAL MEDICAL CENTER,450465,TX,Heart Failure (HF) 30-Day Readmissions,140,,0.9335,25.2,27.0,31,7/1/2008,6/30/2011
MATAGORDA REGIONAL MEDICAL CENTER,450465,TX,Pneumonia (PN) 30-Day Readmissions,150,,1.0482,20.9,20.0,34,7/1/2008,6/30/2011
TEXAS HEALTH PRESBYTERIAN HOSPITAL - W.N.J,450469,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,238,,0.9392,17.9,19.0,40,7/1/2008,6/30/2011
TEXAS HEALTH PRESBYTERIAN HOSPITAL - W.N.J,450469,TX,Heart Failure (HF) 30-Day Readmissions,497,,0.9423,22.6,24.0,109,7/1/2008,6/30/2011
TEXAS HEALTH PRESBYTERIAN HOSPITAL - W.N.J,450469,TX,Pneumonia (PN) 30-Day Readmissions,553,,1.0194,19.3,19.0,108,7/1/2008,6/30/2011
E T M C HENDERSON,450475,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,14,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
E T M C HENDERSON,450475,TX,Heart Failure (HF) 30-Day Readmissions,181,,1.2058,29.5,24.4,65,7/1/2008,6/30/2011
E T M C HENDERSON,450475,TX,Pneumonia (PN) 30-Day Readmissions,122,,1.1253,20.2,18.0,31,7/1/2008,6/30/2011
WOODLAND HEIGHTS MEDICAL CENTER,450484,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,110,,0.9768,17.2,17.6,18,7/1/2008,6/30/2011
WOODLAND HEIGHTS MEDICAL CENTER,450484,TX,Heart Failure (HF) 30-Day Readmissions,285,,0.8687,21.1,24.3,52,7/1/2008,6/30/2011
WOODLAND HEIGHTS MEDICAL CENTER,450484,TX,Pneumonia (PN) 30-Day Readmissions,250,,1.0959,20.0,18.3,55,7/1/2008,6/30/2011
ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,450488,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,1,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,450488,TX,Heart Failure (HF) 30-Day Readmissions,3,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,450488,TX,Pneumonia (PN) 30-Day Readmissions,4,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
MEDICAL ARTS HOSPITAL,450489,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,8,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
MEDICAL ARTS HOSPITAL,450489,TX,Heart Failure (HF) 30-Day Readmissions,83,,0.9181,23.0,25.0,14,7/1/2008,6/30/2011
MEDICAL ARTS HOSPITAL,450489,TX,Pneumonia (PN) 30-Day Readmissions,62,,0.9697,17.1,17.7,9,7/1/2008,6/30/2011
BOWIE MEMORIAL HOSPITAL,450497,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,12,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
BOWIE MEMORIAL HOSPITAL,450497,TX,Heart Failure (HF) 30-Day Readmissions,94,,1.0942,24.1,22.1,28,7/1/2008,6/30/2011
BOWIE MEMORIAL HOSPITAL,450497,TX,Pneumonia (PN) 30-Day Readmissions,222,,0.9262,15.3,16.5,30,7/1/2008,6/30/2011
STEPHENS MEMORIAL HOSPITAL,450498,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,13,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
STEPHENS MEMORIAL HOSPITAL,450498,TX,Heart Failure (HF) 30-Day Readmissions,62,,0.9767,23.2,23.8,13,7/1/2008,6/30/2011
STEPHENS MEMORIAL HOSPITAL,450498,TX,Pneumonia (PN) 30-Day Readmissions,117,,0.9772,17.3,17.7,19,7/1/2008,6/30/2011
MEMORIAL HOSPITAL,450508,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,99,,0.9694,17.4,18.0,16,7/1/2008,6/30/2011
MEMORIAL HOSPITAL,450508,TX,Heart Failure (HF) 30-Day Readmissions,381,,1.1101,26.4,23.8,107,7/1/2008,6/30/2011
MEMORIAL HOSPITAL,450508,TX,Pneumonia (PN) 30-Day Readmissions,369,,1.1706,20.0,17.0,82,7/1/2008,6/30/2011
THE MEDICAL CENTER OF SOUTHEAST TEXAS,450518,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,95,,0.9231,15.9,17.2,12,7/1/2008,6/30/2011
THE MEDICAL CENTER OF SOUTHEAST TEXAS,450518,TX,Heart Failure (HF) 30-Day Readmissions,324,,0.9533,24.0,25.2,75,7/1/2008,6/30/2011
THE MEDICAL CENTER OF SOUTHEAST TEXAS,450518,TX,Pneumonia (PN) 30-Day Readmissions,218,,0.9741,17.6,18.1,37,7/1/2008,6/30/2011
METHODIST RICHARDSON MEDICAL CENTER,450537,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,84,,0.9813,17.6,17.9,14,7/1/2008,6/30/2011
METHODIST RICHARDSON MEDICAL CENTER,450537,TX,Heart Failure (HF) 30-Day Readmissions,197,,0.9644,23.4,24.3,44,7/1/2008,6/30/2011
METHODIST RICHARDSON MEDICAL CENTER,450537,TX,Pneumonia (PN) 30-Day Readmissions,200,,1.0366,18.5,17.9,39,7/1/2008,6/30/2011
COVENANT HOSPITAL PLAINVIEW,450539,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,5,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
COVENANT HOSPITAL PLAINVIEW,450539,TX,Heart Failure (HF) 30-Day Readmissions,71,,0.9321,21.3,22.8,11,7/1/2008,6/30/2011
COVENANT HOSPITAL PLAINVIEW,450539,TX,Pneumonia (PN) 30-Day Readmissions,232,,1.0572,17.3,16.4,43,7/1/2008,6/30/2011
ABILENE REGIONAL MEDICAL CENTER,450558,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,233,,1.0626,17.9,16.8,44,7/1/2008,6/30/2011
ABILENE REGIONAL MEDICAL CENTER,450558,TX,Heart Failure (HF) 30-Day Readmissions,280,,0.9094,21.6,23.8,55,7/1/2008,6/30/2011
ABILENE REGIONAL MEDICAL CENTER,450558,TX,Pneumonia (PN) 30-Day Readmissions,294,,1.0026,18.0,17.9,53,7/1/2008,6/30/2011
BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,450563,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,149,,1.0514,18.8,17.9,30,7/1/2008,6/30/2011
BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,450563,TX,Heart Failure (HF) 30-Day Readmissions,401,,0.9365,22.9,24.5,88,7/1/2008,6/30/2011
BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,450563,TX,Pneumonia (PN) 30-Day Readmissions,420,,1.0435,18.3,17.5,79,7/1/2008,6/30/2011
PALO PINTO GENERAL HOSPITAL,450565,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,14,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
PALO PINTO GENERAL HOSPITAL,450565,TX,Heart Failure (HF) 30-Day Readmissions,108,,1.0322,24.2,23.4,28,7/1/2008,6/30/2011
PALO PINTO GENERAL HOSPITAL,450565,TX,Pneumonia (PN) 30-Day Readmissions,158,,0.9561,16.7,17.4,24,7/1/2008,6/30/2011
SHANNON MEDICAL CENTER,450571,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,347,,0.9966,17.9,18.0,62,7/1/2008,6/30/2011
SHANNON MEDICAL CENTER,450571,TX,Heart Failure (HF) 30-Day Readmissions,458,,0.9035,21.2,23.4,91,7/1/2008,6/30/2011
SHANNON MEDICAL CENTER,450571,TX,Pneumonia (PN) 30-Day Readmissions,519,,0.8520,14.5,17.0,67,7/1/2008,6/30/2011
CHRISTUS JASPER MEMORIAL HOSPITAL,450573,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,8,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
CHRISTUS JASPER MEMORIAL HOSPITAL,450573,TX,Heart Failure (HF) 30-Day Readmissions,85,,0.9185,22.4,24.4,14,7/1/2008,6/30/2011
CHRISTUS JASPER MEMORIAL HOSPITAL,450573,TX,Pneumonia (PN) 30-Day Readmissions,221,,0.9243,17.3,18.7,34,7/1/2008,6/30/2011
HEMPHILL COUNTY HOSPITAL,450578,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,3,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
HEMPHILL COUNTY HOSPITAL,450578,TX,Heart Failure (HF) 30-Day Readmissions,12,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
HEMPHILL COUNTY HOSPITAL,450578,TX,Pneumonia (PN) 30-Day Readmissions,28,,0.9594,14.6,15.2,2,7/1/2008,6/30/2011
EAST TEXAS MEDICAL CENTER CROCKETT,450580,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,17,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
EAST TEXAS MEDICAL CENTER CROCKETT,450580,TX,Heart Failure (HF) 30-Day Readmissions,231,,1.0405,23.2,22.3,56,7/1/2008,6/30/2011
EAST TEXAS MEDICAL CENTER CROCKETT,450580,TX,Pneumonia (PN) 30-Day Readmissions,160,,1.0714,19.0,17.7,34,7/1/2008,6/30/2011
WILBARGER GENERAL HOSPITAL,450584,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,8,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
WILBARGER GENERAL HOSPITAL,450584,TX,Heart Failure (HF) 30-Day Readmissions,39,,0.9647,20.6,21.4,6,7/1/2008,6/30/2011
WILBARGER GENERAL HOSPITAL,450584,TX,Pneumonia (PN) 30-Day Readmissions,86,,0.8883,15.2,17.1,7,7/1/2008,6/30/2011
SEYMOUR HOSPITAL,450586,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,4,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
SEYMOUR HOSPITAL,450586,TX,Heart Failure (HF) 30-Day Readmissions,52,,0.9494,25.4,26.7,10,7/1/2008,6/30/2011
SEYMOUR HOSPITAL,450586,TX,Pneumonia (PN) 30-Day Readmissions,128,,0.9759,18.2,18.6,22,7/1/2008,6/30/2011
BROWNWOOD REGIONAL MEDICAL CENTER,450587,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,9,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
BROWNWOOD REGIONAL MEDICAL CENTER,450587,TX,Heart Failure (HF) 30-Day Readmissions,238,,0.9590,23.3,24.3,53,7/1/2008,6/30/2011
BROWNWOOD REGIONAL MEDICAL CENTER,450587,TX,Pneumonia (PN) 30-Day Readmissions,394,,0.9199,17.4,18.9,64,7/1/2008,6/30/2011
ANGLETON-DANBURY MEDICAL CENTER,450591,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,17,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
ANGLETON-DANBURY MEDICAL CENTER,450591,TX,Heart Failure (HF) 30-Day Readmissions,142,,0.9415,23.7,25.2,30,7/1/2008,6/30/2011
ANGLETON-DANBURY MEDICAL CENTER,450591,TX,Pneumonia (PN) 30-Day Readmissions,147,,0.9245,17.1,18.5,21,7/1/2008,6/30/2011
LAKE GRANBURY MEDICAL CENTER,450596,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,45,,0.9592,14.6,15.2,5,7/1/2008,6/30/2011
LAKE GRANBURY MEDICAL CENTER,450596,TX,Heart Failure (HF) 30-Day Readmissions,165,,0.9032,19.9,22.0,27,7/1/2008,6/30/2011
LAKE GRANBURY MEDICAL CENTER,450596,TX,Pneumonia (PN) 30-Day Readmissions,169,,0.8069,12.9,16.0,11,7/1/2008,6/30/2011
CUERO COMMUNITY HOSPITAL,450597,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,27,,1.0482,22.4,21.4,8,7/1/2008,6/30/2011
CUERO COMMUNITY HOSPITAL,450597,TX,Heart Failure (HF) 30-Day Readmissions,192,,1.1032,26.6,24.1,57,7/1/2008,6/30/2011
CUERO COMMUNITY HOSPITAL,450597,TX,Pneumonia (PN) 30-Day Readmissions,208,,0.9839,18.2,18.5,37,7/1/2008,6/30/2011
HILL COUNTRY MEMORIAL HOSPITAL INC,450604,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,33,,0.9296,17.9,19.3,3,7/1/2008,6/30/2011
HILL COUNTRY MEMORIAL HOSPITAL INC,450604,TX,Heart Failure (HF) 30-Day Readmissions,164,,0.8719,19.4,22.3,24,7/1/2008,6/30/2011
HILL COUNTRY MEMORIAL HOSPITAL INC,450604,TX,Pneumonia (PN) 30-Day Readmissions,310,,0.9269,14.8,16.0,42,7/1/2008,6/30/2011
NORTH BAY GENERAL HOSPITAL,450605,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,9,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
NORTH BAY GENERAL HOSPITAL,450605,TX,Heart Failure (HF) 30-Day Readmissions,94,,0.9755,22.8,23.4,20,7/1/2008,6/30/2011
NORTH BAY GENERAL HOSPITAL,450605,TX,Pneumonia (PN) 30-Day Readmissions,69,,0.9747,14.9,15.3,9,7/1/2008,6/30/2011
MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,450610,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,256,,0.8098,14.5,18.0,29,7/1/2008,6/30/2011
MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,450610,TX,Heart Failure (HF) 30-Day Readmissions,844,,0.8859,20.7,23.4,168,7/1/2008,6/30/2011
MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,450610,TX,Pneumonia (PN) 30-Day Readmissions,503,,0.7844,14.2,18.1,59,7/1/2008,6/30/2011
ATLANTA MEMORIAL HOSPITAL,450615,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,21,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
ATLANTA MEMORIAL HOSPITAL,450615,TX,Heart Failure (HF) 30-Day Readmissions,151,,0.9986,22.6,22.6,34,7/1/2008,6/30/2011
ATLANTA MEMORIAL HOSPITAL,450615,TX,Pneumonia (PN) 30-Day Readmissions,181,,0.9851,17.0,17.3,30,7/1/2008,6/30/2011
CLEAR LAKE REGIONAL MEDICAL CENTER,450617,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,437,,0.9636,19.1,19.8,82,7/1/2008,6/30/2011
CLEAR LAKE REGIONAL MEDICAL CENTER,450617,TX,Heart Failure (HF) 30-Day Readmissions,817,,1.0373,26.0,25.1,215,7/1/2008,6/30/2011
CLEAR LAKE REGIONAL MEDICAL CENTER,450617,TX,Pneumonia (PN) 30-Day Readmissions,557,,0.9611,18.3,19.1,100,7/1/2008,6/30/2011
DIMMIT REGIONAL HOSPITAL DISTRICT,450620,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,2,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
DIMMIT REGIONAL HOSPITAL DISTRICT,450620,TX,Heart Failure (HF) 30-Day Readmissions,78,,1.0876,24.4,22.4,24,7/1/2008,6/30/2011
DIMMIT REGIONAL HOSPITAL DISTRICT,450620,TX,Pneumonia (PN) 30-Day Readmissions,98,,1.1518,18.9,16.4,26,7/1/2008,6/30/2011
DENTON REGIONAL MEDICAL CENTER,450634,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,234,,0.9963,17.6,17.7,41,7/1/2008,6/30/2011
DENTON REGIONAL MEDICAL CENTER,450634,TX,Heart Failure (HF) 30-Day Readmissions,412,,1.0105,25.6,25.3,106,7/1/2008,6/30/2011
DENTON REGIONAL MEDICAL CENTER,450634,TX,Pneumonia (PN) 30-Day Readmissions,470,,1.0243,19.9,19.5,95,7/1/2008,6/30/2011
HOUSTON NORTHWEST MEDICAL CENTER,450638,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,250,,0.9616,20.3,21.1,49,7/1/2008,6/30/2011
HOUSTON NORTHWEST MEDICAL CENTER,450638,TX,Heart Failure (HF) 30-Day Readmissions,607,,0.9339,23.4,25.1,138,7/1/2008,6/30/2011
HOUSTON NORTHWEST MEDICAL CENTER,450638,TX,Pneumonia (PN) 30-Day Readmissions,323,,0.9357,17.8,19.0,54,7/1/2008,6/30/2011
HARRIS METHODIST H E B HOSPITAL,450639,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,165,,1.0001,18.2,18.2,30,7/1/2008,6/30/2011
HARRIS METHODIST H E B HOSPITAL,450639,TX,Heart Failure (HF) 30-Day Readmissions,475,,0.9856,23.8,24.1,112,7/1/2008,6/30/2011
HARRIS METHODIST H E B HOSPITAL,450639,TX,Pneumonia (PN) 30-Day Readmissions,450,,0.9634,17.3,18.0,76,7/1/2008,6/30/2011
NOCONA GENERAL HOSPITAL,450641,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,5,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
NOCONA GENERAL HOSPITAL,450641,TX,Heart Failure (HF) 30-Day Readmissions,69,,0.9774,20.7,21.2,13,7/1/2008,6/30/2011
NOCONA GENERAL HOSPITAL,450641,TX,Pneumonia (PN) 30-Day Readmissions,148,,0.9332,15.2,16.3,19,7/1/2008,6/30/2011
DOCTORS HOSPITAL OF LAREDO,450643,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,31,,1.0111,17.9,17.7,6,7/1/2008,6/30/2011
DOCTORS HOSPITAL OF LAREDO,450643,TX,Heart Failure (HF) 30-Day Readmissions,378,,1.1752,28.3,24.1,117,7/1/2008,6/30/2011
DOCTORS HOSPITAL OF LAREDO,450643,TX,Pneumonia (PN) 30-Day Readmissions,217,,1.0147,18.5,18.3,41,7/1/2008,6/30/2011
WEST HOUSTON MEDICAL CENTER,450644,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,111,,0.9975,19.0,19.1,21,7/1/2008,6/30/2011
WEST HOUSTON MEDICAL CENTER,450644,TX,Heart Failure (HF) 30-Day Readmissions,287,,0.9188,24.1,26.2,64,7/1/2008,6/30/2011
WEST HOUSTON MEDICAL CENTER,450644,TX,Pneumonia (PN) 30-Day Readmissions,200,,0.9926,19.2,19.3,38,7/1/2008,6/30/2011
MEDICAL CITY DALLAS HOSPITAL,450647,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,155,,0.9776,18.0,18.4,27,7/1/2008,6/30/2011
MEDICAL CITY DALLAS HOSPITAL,450647,TX,Heart Failure (HF) 30-Day Readmissions,575,,1.0302,25.8,25.0,150,7/1/2008,6/30/2011
MEDICAL CITY DALLAS HOSPITAL,450647,TX,Pneumonia (PN) 30-Day Readmissions,331,,1.0033,19.0,18.9,63,7/1/2008,6/30/2011
MEDICAL CENTER OF PLANO,450651,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,135,,1.0425,18.8,18.0,27,7/1/2008,6/30/2011
MEDICAL CENTER OF PLANO,450651,TX,Heart Failure (HF) 30-Day Readmissions,374,,1.0443,26.6,25.4,102,7/1/2008,6/30/2011
MEDICAL CENTER OF PLANO,450651,TX,Pneumonia (PN) 30-Day Readmissions,292,,0.9709,18.0,18.5,51,7/1/2008,6/30/2011
SCENIC MOUNTAIN MEDICAL CENTER,450653,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,30,,1.0537,22.7,21.5,9,7/1/2008,6/30/2011
SCENIC MOUNTAIN MEDICAL CENTER,450653,TX,Heart Failure (HF) 30-Day Readmissions,155,,1.0624,24.8,23.3,42,7/1/2008,6/30/2011
SCENIC MOUNTAIN MEDICAL CENTER,450653,TX,Pneumonia (PN) 30-Day Readmissions,152,,0.9366,16.0,17.1,21,7/1/2008,6/30/2011
STARR COUNTY MEMORIAL HOSPITAL,450654,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,57,,1.1046,27.3,24.8,20,7/1/2008,6/30/2011
STARR COUNTY MEMORIAL HOSPITAL,450654,TX,Heart Failure (HF) 30-Day Readmissions,107,,1.0163,28.0,27.6,31,7/1/2008,6/30/2011
STARR COUNTY MEMORIAL HOSPITAL,450654,TX,Pneumonia (PN) 30-Day Readmissions,357,,1.0797,20.7,19.2,78,7/1/2008,6/30/2011
NACOGDOCHES MEDICAL CENTER,450656,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,94,,1.0060,17.8,17.7,17,7/1/2008,6/30/2011
NACOGDOCHES MEDICAL CENTER,450656,TX,Heart Failure (HF) 30-Day Readmissions,213,,1.0576,23.3,22.1,53,7/1/2008,6/30/2011
NACOGDOCHES MEDICAL CENTER,450656,TX,Pneumonia (PN) 30-Day Readmissions,234,,0.9745,15.5,15.9,35,7/1/2008,6/30/2011
EAST TEXAS MEDICAL CENTER - FAIRFIELD,450658,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,10,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
EAST TEXAS MEDICAL CENTER - FAIRFIELD,450658,TX,Heart Failure (HF) 30-Day Readmissions,129,,1.0766,24.5,22.8,36,7/1/2008,6/30/2011
EAST TEXAS MEDICAL CENTER - FAIRFIELD,450658,TX,Pneumonia (PN) 30-Day Readmissions,108,,0.9218,16.9,18.4,14,7/1/2008,6/30/2011
PARK PLAZA HOSPITAL,450659,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,64,,0.9622,22.9,23.8,13,7/1/2008,6/30/2011
PARK PLAZA HOSPITAL,450659,TX,Heart Failure (HF) 30-Day Readmissions,221,,0.8915,22.1,24.8,42,7/1/2008,6/30/2011
PARK PLAZA HOSPITAL,450659,TX,Pneumonia (PN) 30-Day Readmissions,122,,0.9547,19.3,20.2,21,7/1/2008,6/30/2011
ODESSA REGIONAL HOSPITAL,450661,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,93,,0.9364,15.6,16.7,12,7/1/2008,6/30/2011
ODESSA REGIONAL HOSPITAL,450661,TX,Heart Failure (HF) 30-Day Readmissions,209,,1.1009,23.6,21.5,55,7/1/2008,6/30/2011
ODESSA REGIONAL HOSPITAL,450661,TX,Pneumonia (PN) 30-Day Readmissions,126,,0.9900,15.5,15.6,19,7/1/2008,6/30/2011
VALLEY REGIONAL MEDICAL CENTER,450662,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,125,,0.9400,18.0,19.2,20,7/1/2008,6/30/2011
VALLEY REGIONAL MEDICAL CENTER,450662,TX,Heart Failure (HF) 30-Day Readmissions,273,,1.1937,31.7,26.6,98,7/1/2008,6/30/2011
VALLEY REGIONAL MEDICAL CENTER,450662,TX,Pneumonia (PN) 30-Day Readmissions,359,,0.9812,19.8,20.2,70,7/1/2008,6/30/2011
SIERRA MEDICAL CENTER,450668,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,158,,0.9696,17.9,18.4,27,7/1/2008,6/30/2011
SIERRA MEDICAL CENTER,450668,TX,Heart Failure (HF) 30-Day Readmissions,450,,0.9823,23.3,23.8,104,7/1/2008,6/30/2011
SIERRA MEDICAL CENTER,450668,TX,Pneumonia (PN) 30-Day Readmissions,362,,1.0221,18.5,18.1,68,7/1/2008,6/30/2011
MEDICAL CENTER OF LEWISVILLE,450669,TX,Acute Myocardial Infarction (AMI) 30-Day Readmissions,39,,1.1441,23.8,20.8,15,7/1/2008,6/30/2011
MEDICAL CENTER OF LEWISVILLE,450669,TX,Heart Failure (HF) 30-Day Readmissions,264,,1.0296,25.1,24.4,68,7/1/2008,6/30/2011
MEDICAL CENTER OF LEWISVILLE,450669,TX,Pneumonia (PN) 30-Day Readmissions,238,,1.0744,20.6,19.2,53,7/1/2008,6/30/2011
